Country Origin Name,Country Origin Code,Migration by Gender Name,Migration by Gender Code,Country Dest Name,Country Dest Code,1960 [1960],1970 [1970],1980 [1980],1990 [1990],2000 [2000]
India,IND,Male,MAL,Sierra Leone,SLE,127,203,242,229,58
India,IND,Male,MAL,Singapore,SGP,56217,39894,31589,28815,57245
India,IND,Male,MAL,Slovak Republic,SVK,0,1,1,4,11
India,IND,Male,MAL,Slovenia,SVN,0,0,0,0,3
India,IND,Male,MAL,Solomon Islands,SLB,0,1,0,47,8
India,IND,Male,MAL,Somalia,SOM,41,324,435,101,139
India,IND,Male,MAL,South Africa,ZAF,14405,11525,8189,4116,9308
India,IND,Male,MAL,Spain,ESP,0,0,0,2075,4132
India,IND,Male,MAL,Sri Lanka,LKA,533573,559671,323461,224223,192982
India,IND,Male,MAL,St. Kitts and Nevis,KNA,1,0,0,6,28
India,IND,Male,MAL,St. Lucia,LCA,3,2,0,8,41
India,IND,Male,MAL,St. Vincent and the Grenadines,VCT,2,2,1,4,6
India,IND,Male,MAL,Sudan,SDN,1100,1007,1303,2258,2735
India,IND,Male,MAL,Suriname,SUR,299,164,80,62,2
India,IND,Male,MAL,Swaziland,SWZ,68,131,22,119,160
India,IND,Male,MAL,Sweden,SWE,196,483,2593,3362,4392
India,IND,Male,MAL,Switzerland,CHE,233,332,176,869,3494
India,IND,Male,MAL,Syrian Arab Republic,SYR,433,4006,3068,4329,5679
India,IND,Male,MAL,"Taiwan, China",TWN,0,0,0,18,56
India,IND,Male,MAL,Tajikistan,TJK,0,0,0,0,0
India,IND,Male,MAL,Tanzania,TZA,13763,12500,2346,2148,4262
India,IND,Male,MAL,Thailand,THA,1980,593,1399,2350,7607
India,IND,Male,MAL,Timor-Leste,TLS,42,48,44,50,51
India,IND,Male,MAL,Togo,TGO,256,366,389,409,425
India,IND,Male,MAL,Tokelau,TKL,0,0,0,0,0
India,IND,Male,MAL,Tonga,TON,1,3,30,63,37
India,IND,Male,MAL,Trinidad and Tobago,TTO,84,239,500,388,351
India,IND,Male,MAL,Tunisia,TUN,11,18,7,14,13
India,IND,Male,MAL,Turkey,TUR,180,303,356,629,349
India,IND,Male,MAL,Turkmenistan,TKM,0,0,0,0,0
India,IND,Male,MAL,Turks and Caicos Islands,TCA,0,0,0,3,3
India,IND,Male,MAL,Tuvalu,TUV,1,0,0,0,0
India,IND,Male,MAL,Uganda,UGA,11249,11697,5934,821,3378
India,IND,Male,MAL,Ukraine,UKR,0,0,0,0,6
India,IND,Male,MAL,United Arab Emirates,ARE,601,17393,172542,279458,520770
India,IND,Male,MAL,United Kingdom,GBR,102395,181736,203856,208891,258152
India,IND,Male,MAL,United States,USA,8760,35975,124998,270753,561244
India,IND,Male,MAL,Uruguay,URY,5,0,5,5,0
India,IND,Male,MAL,Uzbekistan,UZB,0,0,0,0,0
India,IND,Male,MAL,Vanuatu,VUT,45,51,25,17,4
India,IND,Male,MAL,"Venezuela, RB",VEN,97,9,228,224,118
India,IND,Male,MAL,Vietnam,VNM,349,307,376,230,1519
India,IND,Male,MAL,Virgin Islands (U.S.),VIR,0,68,9,195,181
India,IND,Male,MAL,"Virgin Islands, British",VGB,0,3,3,9,10
India,IND,Male,MAL,Wallis and Futuna,WLF,0,0,0,0,2
India,IND,Male,MAL,West Bank and Gaza,PSE,74,89,105,138,213
India,IND,Male,MAL,"Yemen, Rep.",YEM,3171,3926,4860,6017,7034
India,IND,Male,MAL,Zambia,ZMB,4697,3746,3599,2695,2414
India,IND,Male,MAL,Zimbabwe,ZWE,1496,1405,1325,1250,1149
